canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
underglaze polychrome decoration	material	(unrolled)	self	self	unrolled	300056257	
underglazed blue border	material	(unrolled)	self	self	unrolled		
underglazed powder blue ground	material	(unrolled)	self	self	unrolled	300015297	
unfired clay	material	(unrolled)	self	self	unrolled	300404797	
unframed movie	material	(unrolled)	self	self	unrolled		
unglazed	material	(unrolled)	self	self	unrolled		
unglazed earthenware	material	(unrolled)	self	self	unrolled	300140803	
unique inking	material	(unrolled)	self	self	unrolled		
uniquely painted	material	(unrolled)	self	self	unrolled		
unopened page	material	(unrolled)	self	self	unrolled		
unopened pages.	material	(unrolled)	self	self	unrolled		
unpainted	material	(unrolled)	self	self	unrolled		
urethane	material	(unrolled)	self	self	unrolled		
urethane foam	material	(unrolled)	self	self	unrolled	300014639	
uv acrylic	material	(unrolled)	self	self	unrolled	300014426	
uv cured acrylic	material	(unrolled)	self	self	unrolled	300014426	
uv protected 3-stage catalyzed urethane automotive finish	material	(unrolled)	self	self	unrolled	300155103	
v: graphite	material	(unrolled)	self	self	unrolled	300011098	
vacuum formed plastic	material	(unrolled)	self	self	unrolled	300014570	
valenciennes bobbin lace	material	(unrolled)	self	self	unrolled	300132861	
valenciennes lace border	material	(unrolled)	self	self	unrolled		
valenciennes or binche lace	material	(unrolled)	self	self	unrolled	300132861	
valenciennes type lace	material	(unrolled)	self	self	unrolled	300132861	
vanity mirror	material	(unrolled)	self	self	unrolled	300037690	
vari-coloured gold set	material	(unrolled)	self	self	unrolled		
varigated book cloth	material	(unrolled)	self	self	unrolled	300162391	
various lace	material	(unrolled)	self	self	unrolled	300132861	
various media	material	(unrolled)	self	self	unrolled	300163343	
various other bird feathers - red	material	(unrolled)	self	self	unrolled	300126225	
varnish	material	(unrolled)	self	self	unrolled	300014974	
varnish.	material	(unrolled)	self	self	unrolled		
varnished bone	material	(unrolled)	self	self	unrolled	300011798	
varnished wood dowel	material	(unrolled)	self	self	unrolled		
varnished wooden bead	material	(unrolled)	self	self	unrolled	300261776	
vegetable basketry	material	(unrolled)	self	self	unrolled	300404578	
vegetable fiber	material	(unrolled)	self	self	unrolled		
vegetable material	material	(unrolled)	self	self	unrolled		
vegetable pigment	material	(unrolled)	self	self	unrolled		
vegetable tuber shaft	material	(unrolled)	self	self	unrolled		
vegetal dye	material	(unrolled)	self	self	unrolled	300013029	
vegetal fiber	material	(unrolled)	self	self	unrolled		
vegetale dye	material	(unrolled)	self	self	unrolled	300013029	
veiling	material	(unrolled)	self	self	unrolled		
velin de lana	material	(unrolled)	self	self	unrolled		
vellum binding	material	(unrolled)	self	self	unrolled	300421867	
vellum book	material	(unrolled)	self	self	unrolled		
vellum bound book	material	(unrolled)	self	self	unrolled		
vellum leave	material	(unrolled)	self	self	unrolled		
velvet border	material	(unrolled)	self	self	unrolled		
velvet brocade	material	(unrolled)	self	self	unrolled	300227779	
velvet brocade upholstery	material	(unrolled)	self	self	unrolled	300204905	
velvet chiffon	material	(unrolled)	self	self	unrolled	300249449	
velvet cushion	material	(unrolled)	self	self	unrolled		
velvet grape	material	(unrolled)	self	self	unrolled	300379338	
velvet lining	material	(unrolled)	self	self	unrolled	300162124	
velvet object	material	(unrolled)	self	self	unrolled		
velvet passementerie	material	(unrolled)	self	self	unrolled	300232151	
velvet ribbon	material	(unrolled)	self	self	unrolled	300014668	
velvet trim	material	(unrolled)	self	self	unrolled		
velvet upholstery	material	(unrolled)	self	self	unrolled	300204905	
velvet-stripe brocade	material	(unrolled)	self	self	unrolled	300227779	
velvet.	material	(unrolled)	self	self	unrolled		
velvet?	material	(unrolled)	self	self	unrolled		
velveteen	material	(unrolled)	self	self	unrolled	300227925	
velveteen ribbon	material	(unrolled)	self	self	unrolled	300014668	
veneer mokume	material	(unrolled)	self	self	unrolled	300233407	
veneered marble base	material	(unrolled)	self	self	unrolled	300237910	
venetian bead	material	(unrolled)	self	self	unrolled	300261776	
venetian bobbin lace	material	(unrolled)	self	self	unrolled	300132861	
venetian coraline point lace	material	(unrolled)	self	self	unrolled	300132861	
venetian gros point lace	material	(unrolled)	self	self	unrolled	300132861	
venetian pillow lace	material	(unrolled)	self	self	unrolled	300132861	
venetian point a reseau lace	material	(unrolled)	self	self	unrolled	300132861	
venetian point lace	material	(unrolled)	self	self	unrolled	300132861	
venetian punto in aria	material	(unrolled)	self	self	unrolled		
venetian rose point lace	material	(unrolled)	self	self	unrolled	300132861	
venetian tape guipure lace	material	(unrolled)	self	self	unrolled	300132861	
venetian trade bead	material	(unrolled)	self	self	unrolled	300261776	
verde antico marble top	material	(unrolled)	self	self	unrolled	300121968	
vermiculite	material	(unrolled)	self	self	unrolled	300011128	
vernis mou couleur/ velin	material	(unrolled)	self	self	unrolled		
vertebrae	material	(unrolled)	self	self	unrolled		
vertical oban woodblock diptych	material	(unrolled)	self	self	unrolled		
vertical open warp	material	(unrolled)	self	self	unrolled	300227930	
vertical wrapping	material	(unrolled)	self	self	unrolled	300234992	
verversov: graphite	material	(unrolled)	self	self	unrolled	300011098	
vesicular basalt	material	(unrolled)	self	self	unrolled	300011222	
vicuna	material	(unrolled)	self	self	unrolled		
vieux japon	material	(unrolled)	self	self	unrolled		
vignette	material	(unrolled)	self	self	unrolled		
villon	material	(unrolled)	self	self	unrolled		
vine	material	(unrolled)	self	self	unrolled		
vine motif	material	(unrolled)	self	self	unrolled		
vintage book page	material	(unrolled)	self	self	unrolled		
vinyl	material	(unrolled)	self	self	unrolled	300014502	
vinyl bead	material	(unrolled)	self	self	unrolled	300261776	
vinyl binder	material	(unrolled)	self	self	unrolled	300014720	
vinyl closure	material	(unrolled)	self	self	unrolled		
vinyl decal	material	(unrolled)	self	self	unrolled		
vinyl emulsion	material	(unrolled)	self	self	unrolled	300015003	
vinyl glove	material	(unrolled)	self	self	unrolled		
vinyl grid	material	(unrolled)	self	self	unrolled		
vinyl lettering	material	(unrolled)	self	self	unrolled	300053342	
vinyl sheet	material	(unrolled)	self	self	unrolled		
violet	material	(unrolled)	self	self	unrolled	300130602	
violet wash	material	(unrolled)	self	self	unrolled	300011051	
viscose	material	(unrolled)	self	self	unrolled		
viscose blend net	material	(unrolled)	self	self	unrolled	300249438	
viscose blend taffeta	material	(unrolled)	self	self	unrolled	300249434	
viscose rayon	material	(unrolled)	self	self	unrolled	300014059	
viscose tweed	material	(unrolled)	self	self	unrolled	300132867	
visible scotch tape	material	(unrolled)	self	self	unrolled	300014685	
vodka	material	(unrolled)	self	self	unrolled		
voided	material	(unrolled)	self	self	unrolled		
voided cut pile velvet	material	(unrolled)	self	self	unrolled	300133711	
voided silk velvet	material	(unrolled)	self	self	unrolled	300133711	
voided velvet	material	(unrolled)	self	self	unrolled	300227927	
volcanic rock	material	(unrolled)	self	self	unrolled	300011692	
volumes in plastic sleeve	material	(unrolled)	self	self	unrolled		
vrai droschel lace	material	(unrolled)	self	self	unrolled	300132861	
walnut frame	material	(unrolled)	self	self	unrolled		
walnut lined drawer	material	(unrolled)	self	self	unrolled		
walnut veneer	material	(unrolled)	self	self	unrolled	300012855	
walnut?	material	(unrolled)	self	self	unrolled		
walrus bone	material	(unrolled)	self	self	unrolled	300011798	
walrus bone?	material	(unrolled)	self	self	unrolled		
walrus intestine	material	(unrolled)	self	self	unrolled		
walrus stomach	material	(unrolled)	self	self	unrolled		
walrus tooth	material	(unrolled)	self	self	unrolled	300011855	
warp	material	(unrolled)	self	self	unrolled	300227930	
warp face plain weave	material	(unrolled)	self	self	unrolled		
warp float	material	(unrolled)	self	self	unrolled		
warp float weave	material	(unrolled)	self	self	unrolled		
warp ikat	material	(unrolled)	self	self	unrolled	300249861	
warp plain weave	material	(unrolled)	self	self	unrolled		
warp predominant plain-weave	material	(unrolled)	self	self	unrolled		
warp predominate plain weave	material	(unrolled)	self	self	unrolled		
warp substitution	material	(unrolled)	self	self	unrolled		
warp wrapping	material	(unrolled)	self	self	unrolled	300234992	
warp-	material	(unrolled)	self	self	unrolled		
warp-faced	material	(unrolled)	self	self	unrolled		
warp-faced double cloth	material	(unrolled)	self	self	unrolled	300162391	
warp-faced double weave	material	(unrolled)	self	self	unrolled		
warp-faced plain weave band	material	(unrolled)	self	self	unrolled		
warp-faced twill	material	(unrolled)	self	self	unrolled	300227915	
warp-faced twill weave	material	(unrolled)	self	self	unrolled		
warp-faced weave	material	(unrolled)	self	self	unrolled		
warp-float weave	material	(unrolled)	self	self	unrolled		
warp-predominant plain weave	material	(unrolled)	self	self	unrolled		
warp-predominate plain weave	material	(unrolled)	self	self	unrolled		
warp-predominnant plain weave	material	(unrolled)	self	self	unrolled		
wash by the artist	material	(unrolled)	self	self	unrolled		
wash heightened	material	(unrolled)	self	self	unrolled		
wash heightened by abrading	material	(unrolled)	self	self	unrolled		
wash v: graphite	material	(unrolled)	self	self	unrolled	300011098	
washe	material	(unrolled)	self	self	unrolled		
washed white chalk	material	(unrolled)	self	self	unrolled	300011727	
water	material	(unrolled)	self	self	unrolled	300011772	
water bottle	material	(unrolled)	self	self	unrolled		
water buffalo horn stick	material	(unrolled)	self	self	unrolled		
water color	material	(unrolled)	self	self	unrolled	300131647	
water pump	material	(unrolled)	self	self	unrolled		
water- based pigment	material	(unrolled)	self	self	unrolled		
water-based media	material	(unrolled)	self	self	unrolled	300163343	
watercolor addit by artist	material	(unrolled)	self	self	unrolled		
watercolor addition	material	(unrolled)	self	self	unrolled		
watercolor additions by artist	material	(unrolled)	self	self	unrolled		
watercolor additions by the artist	material	(unrolled)	self	self	unrolled		
watercolor additon	material	(unrolled)	self	self	unrolled		
watercolor board	material	(unrolled)	self	self	unrolled		
watercolor by the artist	material	(unrolled)	self	self	unrolled		
watercolor heightened	material	(unrolled)	self	self	unrolled		
watercolor illustration	material	(unrolled)	self	self	unrolled	300054200	
watercolor in galvanized metal frame	material	(unrolled)	self	self	unrolled		
watercolor lettering	material	(unrolled)	self	self	unrolled	300053342	
watercolor mounted	material	(unrolled)	self	self	unrolled		
watercolor splashes v: graphite	material	(unrolled)	self	self	unrolled	300011098	
watercolor under graphite	material	(unrolled)	self	self	unrolled	300011098	
watercolor varnished	material	(unrolled)	self	self	unrolled		
watercolor- pencil or pastel	material	(unrolled)	self	self	unrolled	300311039	
watercolor??	material	(unrolled)	self	self	unrolled		
watercolors. edition c	material	(unrolled)	self	self	unrolled		
watercvolor under graphite	material	(unrolled)	self	self	unrolled	300011098	
waterproof tan cotton duck	material	(unrolled)	self	self	unrolled	300132884	
waterstaining	material	(unrolled)	self	self	unrolled		
wax crayon	material	(unrolled)	self	self	unrolled		
wax flowers wedding train: silk lame	material	(unrolled)	self	self	unrolled		
wax hive	material	(unrolled)	self	self	unrolled		
wax impression?	material	(unrolled)	self	self	unrolled		
wax linen	material	(unrolled)	self	self	unrolled	300014069	
wax paper negative	material	(unrolled)	self	self	unrolled	300173497	
wax pastel	material	(unrolled)	self	self	unrolled	300311039	
wax pencil	material	(unrolled)	self	self	unrolled	300410335	
wax resisit dyeing	material	(unrolled)	self	self	unrolled	300053049	
wax resist	material	(unrolled)	self	self	unrolled	300015308	
wax stamp-resist dyeing	material	(unrolled)	self	self	unrolled	300053049	
waxed	material	(unrolled)	self	self	unrolled		
waxed linen	material	(unrolled)	self	self	unrolled	300014069	
waxed paper negative	material	(unrolled)	self	self	unrolled	300173497	
weave direction opposite design direction	material	(unrolled)	self	self	unrolled		
weave direction opposite that	material	(unrolled)	self	self	unrolled		
wedge weave	material	(unrolled)	self	self	unrolled	300438496	
wedge weave tapestry	material	(unrolled)	self	self	unrolled	300061981	
weft -faced plain -weave openwork	material	(unrolled)	self	self	unrolled	300253899	
weft face plain weave	material	(unrolled)	self	self	unrolled		
weft predominant plain weave	material	(unrolled)	self	self	unrolled		
weft predominate plain weave	material	(unrolled)	self	self	unrolled		
weft-face plain weave	material	(unrolled)	self	self	unrolled		
weft-faced damask weave	material	(unrolled)	self	self	unrolled		
weft-faced plaln weave	material	(unrolled)	self	self	unrolled		
weft-float weave	material	(unrolled)	self	self	unrolled		
weft-painting	material	(unrolled)	self	self	unrolled		
weft-plain weave	material	(unrolled)	self	self	unrolled		
weft-predominant plain weave	material	(unrolled)	self	self	unrolled		
weft-predominate plain weave	material	(unrolled)	self	self	unrolled		
wet red chalk	material	(unrolled)	self	self	unrolled	300011727	
whale bone	material	(unrolled)	self	self	unrolled	300417719	
whale tooth	material	(unrolled)	self	self	unrolled	300011855	
whalebone	material	(unrolled)	self	self	unrolled		
whatman watercolor board	material	(unrolled)	self	self	unrolled		
wheat	material	(unrolled)	self	self	unrolled		
wheel-cut facet	material	(unrolled)	self	self	unrolled		
which are unique handcolored painting	material	(unrolled)	self	self	unrolled	300054216	
which one has been hand-colored	material	(unrolled)	self	self	unrolled		
white acrylic	material	(unrolled)	self	self	unrolled	300014426	
white alloy metal zipper	material	(unrolled)	self	self	unrolled		
white arche	material	(unrolled)	self	self	unrolled		
white awn	material	(unrolled)	self	self	unrolled		
white batiste	material	(unrolled)	self	self	unrolled	300183634	
white bead	material	(unrolled)	self	self	unrolled	300261776	
white bfk rive	material	(unrolled)	self	self	unrolled		
white birdseye pique	material	(unrolled)	self	self	unrolled		
white body	material	(unrolled)	self	self	unrolled		
white cambric	material	(unrolled)	self	self	unrolled		
white chalk heightening	material	(unrolled)	self	self	unrolled	300053418	
white chalk highlight	material	(unrolled)	self	self	unrolled		
white chalk or white opaque watercolor	material	(unrolled)	self	self	unrolled		
white chalk wash	material	(unrolled)	self	self	unrolled	300011051	
white chiffon	material	(unrolled)	self	self	unrolled	300249449	
white clay pigment	material	(unrolled)	self	self	unrolled		
white cockatoo	material	(unrolled)	self	self	unrolled		
white color added by hand	material	(unrolled)	self	self	unrolled	300221683	
white coton	material	(unrolled)	self	self	unrolled		
white cotton batiste	material	(unrolled)	self	self	unrolled	300183634	
white cotton flannel	material	(unrolled)	self	self	unrolled	300132886	
white cotton lawn	material	(unrolled)	self	self	unrolled	300249444	
white cotton matelasse	material	(unrolled)	self	self	unrolled		
white cotton pique	material	(unrolled)	self	self	unrolled		
white cotton polyester men's shirting	material	(unrolled)	self	self	unrolled		
white cotton tape	material	(unrolled)	self	self	unrolled	300014685	
white cotton twill	material	(unrolled)	self	self	unrolled	300227915	
white cotton velvet pinstripe	material	(unrolled)	self	self	unrolled		
white crayon	material	(unrolled)	self	self	unrolled		
white embroidered linen	material	(unrolled)	self	self	unrolled	300014069	
white embroidered linen lawn	material	(unrolled)	self	self	unrolled	300249444	
white embroidered net	material	(unrolled)	self	self	unrolled	300249438	
white felt	material	(unrolled)	self	self	unrolled	300014107	
white fine linen	material	(unrolled)	self	self	unrolled	300014069	
white flannel	material	(unrolled)	self	self	unrolled	300132886	
white gesso	material	(unrolled)	self	self	unrolled	300014952	
white glass encased in clear glas	material	(unrolled)	self	self	unrolled		
white glazed ceramic pot	material	(unrolled)	self	self	unrolled		
white glove	material	(unrolled)	self	self	unrolled		
white gouache correction	material	(unrolled)	self	self	unrolled		
white gouache mixed	material	(unrolled)	self	self	unrolled		
white gouache now oxidized	material	(unrolled)	self	self	unrolled		
white gouache.	material	(unrolled)	self	self	unrolled		
white grid-patterned plastic cover in black cardboard slipcase	material	(unrolled)	self	self	unrolled		
white ground	material	(unrolled)	self	self	unrolled	300015297	
white herringbone twill	material	(unrolled)	self	self	unrolled	300227915	
white highlight	material	(unrolled)	self	self	unrolled		
white houndstooth plaid	material	(unrolled)	self	self	unrolled	300411863	
white illustration	material	(unrolled)	self	self	unrolled	300054200	
white inserted reproduction	material	(unrolled)	self	self	unrolled	300404313	
white kid	material	(unrolled)	self	self	unrolled		
white kid leather embroidered shoe	material	(unrolled)	self	self	unrolled		
white knitted wool lace	material	(unrolled)	self	self	unrolled	300132861	
white lace	material	(unrolled)	self	self	unrolled	300132861	
white lettering	material	(unrolled)	self	self	unrolled	300053342	
white lime	material	(unrolled)	self	self	unrolled	300311385	
white lime pigment	material	(unrolled)	self	self	unrolled		
white limestone	material	(unrolled)	self	self	unrolled	300444398	
white linen collar	material	(unrolled)	self	self	unrolled		
white linen-covered board	material	(unrolled)	self	self	unrolled		
white marble slab inlaid	material	(unrolled)	self	self	unrolled		
white metal alloy buckle	material	(unrolled)	self	self	unrolled		
white metal alloy chain	material	(unrolled)	self	self	unrolled		
white metal alloy-wrapped thread	material	(unrolled)	self	self	unrolled	300014250	
white metal alloys sequin	material	(unrolled)	self	self	unrolled		
white mica background	material	(unrolled)	self	self	unrolled	300056369	
white mica ground	material	(unrolled)	self	self	unrolled	300015297	
white moire	material	(unrolled)	self	self	unrolled	300400593	
white morocco leather detailing	material	(unrolled)	self	self	unrolled		
white net	material	(unrolled)	self	self	unrolled	300249438	
white oil	material	(unrolled)	self	self	unrolled	300014254	
white oil paint additions by the artist	material	(unrolled)	self	self	unrolled		
white opaque watercolor heightening	material	(unrolled)	self	self	unrolled	300053418	
white organza	material	(unrolled)	self	self	unrolled	300310123	
white otton	material	(unrolled)	self	self	unrolled		
white pastel	material	(unrolled)	self	self	unrolled	300311039	
white pencil	material	(unrolled)	self	self	unrolled	300410335	
white pierced shell button	material	(unrolled)	self	self	unrolled		
white pigment	material	(unrolled)	self	self	unrolled	300013723	
white pique	material	(unrolled)	self	self	unrolled		
white polyester	material	(unrolled)	self	self	unrolled	300014546	
white polyester charmeuse	material	(unrolled)	self	self	unrolled	300417872	
white rep cotton pique	material	(unrolled)	self	self	unrolled		
white reproduction	material	(unrolled)	self	self	unrolled	300404313	
white reproductions in text	material	(unrolled)	self	self	unrolled	300250810	
white rives bfk	material	(unrolled)	self	self	unrolled		
white rose	material	(unrolled)	self	self	unrolled	300266244	
white satin	material	(unrolled)	self	self	unrolled	300132902	
white satin brocade	material	(unrolled)	self	self	unrolled	300227779	
white satin shoe	material	(unrolled)	self	self	unrolled		
white shantung	material	(unrolled)	self	self	unrolled		
white silk brocade	material	(unrolled)	self	self	unrolled	300227779	
white silk chiffon	material	(unrolled)	self	self	unrolled	300249449	
white silk lining	material	(unrolled)	self	self	unrolled	300162124	
white silk organza	material	(unrolled)	self	self	unrolled	300310123	
white silk satin	material	(unrolled)	self	self	unrolled	300132902	
white silk satin-striped organza	material	(unrolled)	self	self	unrolled	300310123	
white silk velvet embroidered	material	(unrolled)	self	self	unrolled		
white silkscreen detail	material	(unrolled)	self	self	unrolled		
white striped	material	(unrolled)	self	self	unrolled		
white striped silk surah	material	(unrolled)	self	self	unrolled		
white tape	material	(unrolled)	self	self	unrolled	300014685	
white valenciennes lace	material	(unrolled)	self	self	unrolled	300132861	
white watercolor	material	(unrolled)	self	self	unrolled		
white watercolor highlighting by the artist	material	(unrolled)	self	self	unrolled		
white wool flannel	material	(unrolled)	self	self	unrolled	300132886	
white wool jersey	material	(unrolled)	self	self	unrolled	300417884	
white wool knit	material	(unrolled)	self	self	unrolled		
white wool plaid	material	(unrolled)	self	self	unrolled	300411863	
white wool twill	material	(unrolled)	self	self	unrolled	300227915	
white wool/silk blend	material	(unrolled)	self	self	unrolled		
white-out	material	(unrolled)	self	self	unrolled		
whitework embroidered lawn	material	(unrolled)	self	self	unrolled	300249444	
wicker	material	(unrolled)	self	self	unrolled	300014690	
wickerwork chain	material	(unrolled)	self	self	unrolled		
wide band	material	(unrolled)	self	self	unrolled		
wide black suede leather belt	material	(unrolled)	self	self	unrolled		
wild gras	material	(unrolled)	self	self	unrolled		
wild grass fiber	material	(unrolled)	self	self	unrolled		
wild grasse	material	(unrolled)	self	self	unrolled		
wild-cotton canva	material	(unrolled)	self	self	unrolled		
willow slat	material	(unrolled)	self	self	unrolled		
willow stick	material	(unrolled)	self	self	unrolled		
wine satin	material	(unrolled)	self	self	unrolled	300132902	
wine velvet	material	(unrolled)	self	self	unrolled	300133711	
wire clothes hanger	material	(unrolled)	self	self	unrolled		
wire edging	material	(unrolled)	self	self	unrolled		
with gold thread	material	(unrolled)	self	self	unrolled	300014250	
with supplementary synthetic metal foil patterning	material	(unrolled)	self	self	unrolled	300248891	
with tinsel	material	(unrolled)	self	self	unrolled	300183933	
with watercolor by the artist	material	(unrolled)	self	self	unrolled		
woman's weave	material	(unrolled)	self	self	unrolled		
wood & metal frame	material	(unrolled)	self	self	unrolled		
wood - kwila	material	(unrolled)	self	self	unrolled		
wood - light weight	material	(unrolled)	self	self	unrolled	300056240	
wood abd glass bead	material	(unrolled)	self	self	unrolled	300261776	
wood base	material	(unrolled)	self	self	unrolled	300237910	
wood base containing seven artist object	material	(unrolled)	self	self	unrolled		
wood bead	material	(unrolled)	self	self	unrolled	300261776	
wood block oban triptych	material	(unrolled)	self	self	unrolled		
wood blocks.	material	(unrolled)	self	self	unrolled		
wood box	material	(unrolled)	self	self	unrolled		
wood cabinet	material	(unrolled)	self	self	unrolled		
wood collage	material	(unrolled)	self	self	unrolled	300138699	
wood covered	material	(unrolled)	self	self	unrolled		
wood crosspiece	material	(unrolled)	self	self	unrolled		
wood cut	material	(unrolled)	self	self	unrolled		
wood easel	material	(unrolled)	self	self	unrolled		
wood encrusted patina	material	(unrolled)	self	self	unrolled	300065245	
wood engrav ing	material	(unrolled)	self	self	unrolled		
wood engraved frontispiece	material	(unrolled)	self	self	unrolled		
wood engraved illustration	material	(unrolled)	self	self	unrolled	300054200	
wood engraved portrait	material	(unrolled)	self	self	unrolled		
wood fiber	material	(unrolled)	self	self	unrolled		
wood frame	material	(unrolled)	self	self	unrolled		
wood gesso	material	(unrolled)	self	self	unrolled	300014952	
wood handle	material	(unrolled)	self	self	unrolled		
wood handle wrapped	material	(unrolled)	self	self	unrolled		
wood hat block	material	(unrolled)	self	self	unrolled		
wood heel	material	(unrolled)	self	self	unrolled		
wood hoop	material	(unrolled)	self	self	unrolled		
wood inlaid	material	(unrolled)	self	self	unrolled		
wood inlay	material	(unrolled)	self	self	unrolled	300386658	
wood lined	material	(unrolled)	self	self	unrolled		
wood mounted	material	(unrolled)	self	self	unrolled		
wood or bone	material	(unrolled)	self	self	unrolled	300011798	
wood panel later mounted	material	(unrolled)	self	self	unrolled		
wood panel later transferred to canva	material	(unrolled)	self	self	unrolled		
wood paneling	material	(unrolled)	self	self	unrolled		
wood pique stick	material	(unrolled)	self	self	unrolled		
wood pulp fiber	material	(unrolled)	self	self	unrolled		
wood ring	material	(unrolled)	self	self	unrolled		
wood roller at each end	material	(unrolled)	self	self	unrolled	300078763	
wood sheath	material	(unrolled)	self	self	unrolled		
wood shell fiber	material	(unrolled)	self	self	unrolled		
wood spool	material	(unrolled)	self	self	unrolled		
wood stand	material	(unrolled)	self	self	unrolled		
wood stick	material	(unrolled)	self	self	unrolled		
wood stretcher support	material	(unrolled)	self	self	unrolled		
wood tassel	material	(unrolled)	self	self	unrolled	300232185	
wood veneer	material	(unrolled)	self	self	unrolled	300419271	
wood-engraved illustration	material	(unrolled)	self	self	unrolled	300054200	
wood-engraved rignette	material	(unrolled)	self	self	unrolled		
wood-engraved vignette	material	(unrolled)	self	self	unrolled		
wood?	material	(unrolled)	self	self	unrolled		
woodblock	material	(unrolled)	self	self	unrolled		
woodblock oban triptych	material	(unrolled)	self	self	unrolled		
woodblock triptych	material	(unrolled)	self	self	unrolled		
woodbury type	material	(unrolled)	self	self	unrolled	300233629	
wooden base	material	(unrolled)	self	self	unrolled	300237910	
wooden bead	material	(unrolled)	self	self	unrolled	300261776	
wooden bead sautoir	material	(unrolled)	self	self	unrolled		
wooden board	material	(unrolled)	self	self	unrolled		
wooden box	material	(unrolled)	self	self	unrolled		
wooden button	material	(unrolled)	self	self	unrolled		
wooden frame	material	(unrolled)	self	self	unrolled		
wooden roundel	material	(unrolled)	self	self	unrolled		
wooden slat	material	(unrolled)	self	self	unrolled		
wooden socle	material	(unrolled)	self	self	unrolled		
wooden stretcher	material	(unrolled)	self	self	unrolled	300010583	
woodpecker	material	(unrolled)	self	self	unrolled		
wooduct	material	(unrolled)	self	self	unrolled		
wooduct from 3 block	material	(unrolled)	self	self	unrolled		
wool - commercial fabric	material	(unrolled)	self	self	unrolled		
wool ?	material	(unrolled)	self	self	unrolled		
wool asymmetric knot	material	(unrolled)	self	self	unrolled		
wool battening?	material	(unrolled)	self	self	unrolled		
wool blend	material	(unrolled)	self	self	unrolled		
wool blend plain weave belt: synthetic grosgrain ribbon belt	material	(unrolled)	self	self	unrolled		
wool blend satin weave	material	(unrolled)	self	self	unrolled		
wool boucle	material	(unrolled)	self	self	unrolled		
wool braid trim	material	(unrolled)	self	self	unrolled		
wool braid trim stole: wool houndstooth	material	(unrolled)	self	self	unrolled	300266442	
wool broadcloth	material	(unrolled)	self	self	unrolled	300411398	
wool brocade	material	(unrolled)	self	self	unrolled	300227779	
wool cashmere knit	material	(unrolled)	self	self	unrolled		
wool challi	material	(unrolled)	self	self	unrolled		
wool cloth	material	(unrolled)	self	self	unrolled	300162391	
wool cord	material	(unrolled)	self	self	unrolled	300014247	
wool crepe	material	(unrolled)	self	self	unrolled	300183741	
wool crochet	material	(unrolled)	self	self	unrolled	300264038	
wool crêpe	material	(unrolled)	self	self	unrolled		
wool doubleknit	material	(unrolled)	self	self	unrolled		
wool fabric	material	(unrolled)	self	self	unrolled		
wool flannel	material	(unrolled)	self	self	unrolled	300132886	
wool flannel lining	material	(unrolled)	self	self	unrolled	300162124	
wool fringe	material	(unrolled)	self	self	unrolled	300227830	
wool gabardine	material	(unrolled)	self	self	unrolled	300403912	
wool gauze	material	(unrolled)	self	self	unrolled	300014083	
wool gros point	material	(unrolled)	self	self	unrolled		
wool hounds tooth	material	(unrolled)	self	self	unrolled	300011855	
wool houndstooth	material	(unrolled)	self	self	unrolled	300266442	
wool jersey	material	(unrolled)	self	self	unrolled	300417884	
wool knit	material	(unrolled)	self	self	unrolled		
wool lace	material	(unrolled)	self	self	unrolled	300132861	
wool melton	material	(unrolled)	self	self	unrolled		
wool needlepoint	material	(unrolled)	self	self	unrolled	300264031	
wool or acrylic upholstery	material	(unrolled)	self	self	unrolled	300204905	
wool or camelid	material	(unrolled)	self	self	unrolled		
wool or camelid fiber	material	(unrolled)	self	self	unrolled		
wool or goathair	material	(unrolled)	self	self	unrolled		
wool pile	material	(unrolled)	self	self	unrolled	300227868	
wool piping	material	(unrolled)	self	self	unrolled	300052572	
wool plain weave	material	(unrolled)	self	self	unrolled		
wool plain weave attached end	material	(unrolled)	self	self	unrolled	300078763	
wool plain weave end	material	(unrolled)	self	self	unrolled	300078763	
wool plain weave lining	material	(unrolled)	self	self	unrolled	300162124	
wool satin	material	(unrolled)	self	self	unrolled	300132902	
wool serge	material	(unrolled)	self	self	unrolled	300249437	
wool tapestry	material	(unrolled)	self	self	unrolled	300061981	
wool thread	material	(unrolled)	self	self	unrolled	300014250	
wool trade cloth	material	(unrolled)	self	self	unrolled	300162391	
wool tweed	material	(unrolled)	self	self	unrolled	300132867	
wool tweed skirt	material	(unrolled)	self	self	unrolled		
wool twill	material	(unrolled)	self	self	unrolled	300227915	
wool twill weave	material	(unrolled)	self	self	unrolled		
wool twill weave/herringbone weave	material	(unrolled)	self	self	unrolled		
wool warp	material	(unrolled)	self	self	unrolled	300227930	
wool warp knitting	material	(unrolled)	self	self	unrolled	300053634	
wool weft	material	(unrolled)	self	self	unrolled	300227934	
wool yarn	material	(unrolled)	self	self	unrolled	300014252	
wool yarn tassel	material	(unrolled)	self	self	unrolled	300232185	
wool/cotton blend	material	(unrolled)	self	self	unrolled		
wool/polyamide	material	(unrolled)	self	self	unrolled		
wool/silk	material	(unrolled)	self	self	unrolled		
wool: twill weave	material	(unrolled)	self	self	unrolled		
wool?	material	(unrolled)	self	self	unrolled		
woold	material	(unrolled)	self	self	unrolled		
wooxut	material	(unrolled)	self	self	unrolled		
worn by christine suppes wool gauze	material	(unrolled)	self	self	unrolled	300014083	
